コード,銘柄名,市場・商品区分,33業種区分,規模区分
6616,トレックス・セミコンダクター,東証1部,電気機器,TOPIX Small 1
6617,東光高岳,東証1部,電気機器,TOPIX Small 2
6618,大泉製作所,マザーズ,電気機器,-
6619,ダブル・スコープ,東証1部,電気機器,TOPIX Small 1
6620,宮越ホールディングス,東証1部,不動産業,TOPIX Small 2
6622,ダイヘン,東証1部,電気機器,TOPIX Small 1
6625,ＪＡＬＣＯホールディングス,JASDAQ,不動産業,-
6626,ＳＥＭＩＴＥＣ,JASDAQ,電気機器,-
6627,テラプローブ,東証2部,電気機器,-
6629,テクノホライゾン,JASDAQ,電気機器,-
6630,ヤーマン,東証1部,電気機器,TOPIX Small 1
6632,ＪＶＣケンウッド,東証1部,電気機器,TOPIX Small 1
6633,Ｃ＆Ｇシステムズ,東証2部,電気機器,-
6634,ネクスグループ,JASDAQ,電気機器,-
6635,大日光・エンジニアリング,JASDAQ,電気機器,-
6637,寺崎電気産業,JASDAQ,電気機器,-
6638,ミマキエンジニアリング,東証1部,電気機器,TOPIX Small 2
6639,コンテック,東証2部,電気機器,-
6640,Ｉ－ＰＥＸ,東証1部,電気機器,TOPIX Small 2
6641,日新電機,東証1部,電気機器,TOPIX Small 1
6643,戸上電機製作所,東証2部,電気機器,-
6644,大崎電気工業,東証1部,電気機器,TOPIX Small 2
6645,オムロン,東証1部,電気機器,TOPIX Large70
6647,森尾電機,東証2部,電気機器,-
6648,かわでん,JASDAQ,電気機器,-
6651,日東工業,東証1部,電気機器,TOPIX Small 1
6652,ＩＤＥＣ,東証1部,電気機器,TOPIX Small 1
6653,正興電機製作所,東証1部,電気機器,TOPIX Small 2
6654,不二電機工業,東証1部,電気機器,TOPIX Small 2
6656,インスペック,東証2部,電気機器,-
6658,シライ電子工業,JASDAQ,電気機器,-
6659,メディアリンクス,JASDAQ,電気機器,-
6662,ユビテック,JASDAQ,電気機器,-
6663,太洋工業,JASDAQ,電気機器,-
6664,オプトエレクトロニクス,JASDAQ,電気機器,-
6666,リバーエレテック,JASDAQ,電気機器,-
6668,アドテック　プラズマ　テクノロジー,東証2部,電気機器,-
6670,ＭＣＪ,東証2部,電気機器,-
6674,ジーエス・ユアサ　コーポレーション,東証1部,電気機器,TOPIX Mid400
6675,サクサホールディングス,東証1部,電気機器,TOPIX Small 2
6676,メルコホールディングス,東証1部,電気機器,TOPIX Small 2
6677,エスケーエレクトロニクス,JASDAQ,電気機器,-
6678,テクノメディカ,東証1部,電気機器,TOPIX Small 2
6694,ズーム,JASDAQ,電気機器,-
6696,ピースリー,マザーズ,電気機器,-
6698,ヴィスコ・テクノロジーズ,東証2部,電気機器,-
6699,ダイヤモンドエレクトリックホールディングス,東証1部,電気機器,TOPIX Small 2
6701,日本電気,東証1部,電気機器,TOPIX Mid400
6702,富士通,東証1部,電気機器,TOPIX Large70
6703,沖電気工業,東証1部,電気機器,TOPIX Small 1
6704,岩崎通信機,東証1部,電気機器,TOPIX Small 2
6706,電気興業,東証1部,電気機器,TOPIX Small 2
6707,サンケン電気,東証1部,電気機器,TOPIX Small 1
6715,ナカヨ,東証1部,電気機器,TOPIX Small 2
6718,アイホン,東証1部,電気機器,TOPIX Small 2
6721,ウインテスト,東証2部,電気機器,-
6723,ルネサスエレクトロニクス,東証1部,電気機器,TOPIX Mid400
6724,セイコーエプソン,東証1部,電気機器,TOPIX Mid400
6727,ワコム,東証1部,電気機器,TOPIX Small 1
6728,アルバック,東証1部,電気機器,TOPIX Mid400
6730,アクセル,東証1部,電気機器,TOPIX Small 2
6731,ピクセラ,東証2部,電気機器,-
6734,ニューテック,JASDAQ,電気機器,-
6736,サン電子,JASDAQ,電気機器,-
6737,ＥＩＺＯ,東証1部,電気機器,TOPIX Small 1
6740,ジャパンディスプレイ,東証1部,電気機器,TOPIX Small 1
6741,日本信号,東証1部,電気機器,TOPIX Small 1
6742,京三製作所,東証1部,電気機器,TOPIX Small 2
6743,大同信号,東証2部,電気機器,-
6744,能美防災,東証1部,電気機器,TOPIX Small 1
6745,ホーチキ,東証1部,電気機器,TOPIX Small 2
6748,星和電機,東証1部,電気機器,TOPIX Small 2
6750,エレコム,東証1部,電気機器,TOPIX Small 1
6752,パナソニック,東証1部,電気機器,TOPIX Large70
6753,シャープ,東証1部,電気機器,TOPIX Mid400
6754,アンリツ,東証1部,電気機器,TOPIX Mid400
6755,富士通ゼネラル,東証1部,電気機器,TOPIX Mid400
6757,ＯＳＧコーポレーション,JASDAQ,電気機器,-
6758,ソニーグループ,東証1部,電気機器,TOPIX Core30
6762,ＴＤＫ,東証1部,電気機器,TOPIX Mid400
6763,帝国通信工業,東証1部,電気機器,TOPIX Small 2
6768,タムラ製作所,東証1部,電気機器,TOPIX Small 1
6769,ザインエレクトロニクス,JASDAQ,電気機器,-
6770,アルプスアルパイン,東証1部,電気機器,TOPIX Mid400
6771,池上通信機,東証1部,電気機器,TOPIX Small 2
6772,東京コスモス電機,東証2部,電気機器,-
6775,ＴＢグループ,東証2部,電気機器,-
6776,天昇電気工業,東証2部,化学,-
6777,ｓａｎｔｅｃ,JASDAQ,電気機器,-
6778,アルチザネットワークス,東証2部,電気機器,-
6779,日本電波工業,東証1部,電気機器,TOPIX Small 2
6785,鈴木,東証1部,電気機器,TOPIX Small 2
6786,ＲＶＨ,東証2部,サービス業,-
6787,メイコー,東証1部,電気機器,TOPIX Small 1
6788,日本トリム,東証1部,電気機器,TOPIX Small 2
6789,ローランド　ディー．ジー．,東証1部,電気機器,TOPIX Small 2
6794,フォスター電機,東証1部,電気機器,TOPIX Small 2
6798,ＳＭＫ,東証1部,電気機器,TOPIX Small 2
6800,ヨコオ,東証1部,電気機器,TOPIX Small 1
6803,ティアック,東証1部,電気機器,TOPIX Small 2
6804,ホシデン,東証1部,電気機器,TOPIX Small 1
6806,ヒロセ電機,東証1部,電気機器,TOPIX Mid400
6807,日本航空電子工業,東証1部,電気機器,TOPIX Small 1
6809,ＴＯＡ,東証1部,電気機器,TOPIX Small 2
6810,マクセル,東証1部,電気機器,TOPIX Small 1
6814,古野電気,東証1部,電気機器,TOPIX Small 1
6815,ユニデンホールディングス,東証1部,電気機器,TOPIX Small 2
6817,スミダコーポレーション,東証1部,電気機器,TOPIX Small 1
6819,伊豆シャボテンリゾート,JASDAQ,サービス業,-
6820,アイコム,東証1部,電気機器,TOPIX Small 2
6822,大井電気,JASDAQ,電気機器,-
6823,リオン,東証1部,電気機器,TOPIX Small 2
6824,新コスモス電機,JASDAQ,電気機器,-
6826,本多通信工業,東証1部,電気機器,TOPIX Small 2
6832,アオイ電子,東証2部,電気機器,-
6834,精工技研,JASDAQ,電気機器,-
6835,アライドテレシスホールディングス,東証2部,電気機器,-
6836,ぷらっとホーム,東証2部,電気機器,-
6837,京写,JASDAQ,電気機器,-
6838,多摩川ホールディングス,JASDAQ,電気機器,-
6840,ＡＫＩＢＡホールディングス,JASDAQ,電気機器,-
6841,横河電機,東証1部,電気機器,TOPIX Mid400
6844,新電元工業,東証1部,電気機器,TOPIX Small 1
6845,アズビル,東証1部,電気機器,TOPIX Mid400
6848,東亜ディーケーケー,東証1部,電気機器,TOPIX Small 2
6849,日本光電工業,東証1部,電気機器,TOPIX Mid400
6850,チノー,東証1部,電気機器,TOPIX Small 2
6853,共和電業,東証1部,電気機器,TOPIX Small 2
6855,日本電子材料,東証1部,電気機器,TOPIX Small 2
6856,堀場製作所,東証1部,電気機器,TOPIX Mid400
6857,アドバンテスト,東証1部,電気機器,TOPIX Mid400
6858,小野測器,東証1部,電気機器,TOPIX Small 2
6859,エスペック,東証1部,電気機器,TOPIX Small 1
6861,キーエンス,東証1部,電気機器,TOPIX Core30
6862,ミナトホールディングス,JASDAQ,電気機器,-
6863,ニレコ,JASDAQ,電気機器,-
6864,エヌエフホールディングス,JASDAQ,電気機器,-
6866,日置電機,東証1部,電気機器,TOPIX Small 2
6867,リーダー電子,JASDAQ,電気機器,-
6869,シスメックス,東証1部,電気機器,TOPIX Large70
6870,日本フェンオール,東証2部,電気機器,-
6871,日本マイクロニクス,東証1部,電気機器,TOPIX Small 1
6874,協立電機,JASDAQ,電気機器,-
6875,メガチップス,東証1部,電気機器,TOPIX Small 1
6877,ＯＢＡＲＡ　ＧＲＯＵＰ,東証1部,電気機器,TOPIX Small 1
6879,ＩＭＡＧＩＣＡ　ＧＲＯＵＰ,東証1部,情報・通信業,TOPIX Small 2
6881,キョウデン,東証2部,電気機器,-
6882,三社電機製作所,東証2部,電気機器,-
6888,アクモス,JASDAQ,情報・通信業,-
6890,フェローテックホールディングス,JASDAQ,電気機器,-
6894,パルステック工業,東証2部,電気機器,-
6897,ツインバード工業,東証2部,電気機器,-
6898,トミタ電機,JASDAQ,電気機器,-
6899,ＡＳＴＩ,東証2部,電気機器,-
6901,澤藤電機,東証1部,電気機器,TOPIX Small 2
6902,デンソー,東証1部,輸送用機器,TOPIX Large70
6904,原田工業,東証1部,電気機器,TOPIX Small 2
6905,コーセル,東証1部,電気機器,TOPIX Small 1
6907,ジオマテック,JASDAQ,電気機器,-
6908,イリソ電子工業,東証1部,電気機器,TOPIX Small 1
6912,菊水電子工業,JASDAQ,電気機器,-
6914,オプテックスグループ,東証1部,電気機器,TOPIX Small 1
6915,千代田インテグレ,東証1部,電気機器,TOPIX Small 2
6916,アイ・オー・データ機器,東証1部,電気機器,TOPIX Small 2
6918,アバールデータ,JASDAQ,電気機器,-
6919,ケル,JASDAQ,電気機器,-
6920,レーザーテック,東証1部,電気機器,TOPIX Large70
6923,スタンレー電気,東証1部,電気機器,TOPIX Mid400
6924,岩崎電気,東証1部,電気機器,TOPIX Small 2
6925,ウシオ電機,東証1部,電気機器,TOPIX Mid400
6926,岡谷電機産業,東証1部,電気機器,TOPIX Small 2
6927,ヘリオス　テクノ　ホールディング,東証1部,電気機器,TOPIX Small 2
6928,エノモト,東証1部,電気機器,TOPIX Small 2
6929,日本セラミック,東証1部,電気機器,TOPIX Small 1
6930,日本アンテナ,JASDAQ,電気機器,-
6932,遠藤照明,東証1部,電気機器,TOPIX Small 2
6937,古河電池,東証1部,電気機器,TOPIX Small 2
6938,双信電機,東証1部,電気機器,TOPIX Small 2
6941,山一電機,東証1部,電気機器,TOPIX Small 2
6942,ソフィアホールディングス,JASDAQ,情報・通信業,-
6943,ＮＫＫスイッチズ,JASDAQ,電気機器,-
6946,日本アビオニクス,東証2部,電気機器,-
6947,図研,東証1部,電気機器,TOPIX Small 2
6951,日本電子,東証1部,電気機器,TOPIX Mid400
6952,カシオ計算機,東証1部,電気機器,TOPIX Mid400
6954,ファナック,東証1部,電気機器,TOPIX Core30
6955,ＦＤＫ,東証2部,電気機器,-
6957,芝浦電子,JASDAQ,電気機器,-
6958,日本シイエムケイ,東証1部,電気機器,TOPIX Small 2
6960,フクダ電子,JASDAQ,電気機器,-
6961,エンプラス,東証1部,電気機器,TOPIX Small 1
6962,大真空,東証1部,電気機器,TOPIX Small 1
6963,ローム,東証1部,電気機器,TOPIX Mid400
6964,サンコー,東証2部,電気機器,-
6965,浜松ホトニクス,東証1部,電気機器,TOPIX Mid400
6966,三井ハイテック,東証1部,電気機器,TOPIX Small 1
6967,新光電気工業,東証1部,電気機器,TOPIX Mid400
6969,松尾電機,東証2部,電気機器,-
6971,京セラ,東証1部,電気機器,TOPIX Large70
6973,協栄産業,東証1部,卸売業,TOPIX Small 2
6976,太陽誘電,東証1部,電気機器,TOPIX Mid400
6977,日本抵抗器製作所,東証2部,電気機器,-
6981,村田製作所,東証1部,電気機器,TOPIX Core30
6982,リード,東証2部,輸送用機器,-
6986,双葉電子工業,東証1部,電気機器,TOPIX Small 2
6988,日東電工,東証1部,化学,TOPIX Mid400
6989,北陸電気工業,東証1部,電気機器,TOPIX Small 2
6993,大黒屋ホールディングス,東証2部,小売業,-
6994,指月電機製作所,東証2部,電気機器,-
6995,東海理化電機製作所,東証1部,輸送用機器,TOPIX Small 1
6996,ニチコン,東証1部,電気機器,TOPIX Small 1
6997,日本ケミコン,東証1部,電気機器,TOPIX Small 1
6998,日本タングステン,東証2部,電気機器,-
6999,ＫＯＡ,東証1部,電気機器,TOPIX Small 1
7003,三井Ｅ＆Ｓホールディングス,東証1部,機械,TOPIX Small 1
7004,日立造船,東証1部,機械,TOPIX Small 1
7011,三菱重工業,東証1部,機械,TOPIX Large70
7012,川崎重工業,東証1部,輸送用機器,TOPIX Mid400
7013,ＩＨＩ,東証1部,機械,TOPIX Mid400
7014,名村造船所,東証1部,輸送用機器,TOPIX Small 2
7018,内海造船,東証2部,輸送用機器,-
7021,ニッチツ,東証2部,機械,-
7022,サノヤスホールディングス,東証1部,機械,TOPIX Small 2
7030,スプリックス,東証1部,サービス業,TOPIX Small 2
7031,インバウンドテック,マザーズ,サービス業,-
7033,マネジメントソリューションズ,東証1部,サービス業,TOPIX Small 1
7034,プロレド・パートナーズ,東証1部,サービス業,TOPIX Small 2
7035,ａｎｄ　ｆａｃｔｏｒｙ,東証1部,サービス業,TOPIX Small 2
7036,イーエムネットジャパン,マザーズ,サービス業,-
7037,テノ．ホールディングス,東証1部,サービス業,TOPIX Small 2
7038,フロンティア・マネジメント,東証1部,サービス業,TOPIX Small 2
7039,ブリッジインターナショナル,マザーズ,サービス業,-
7040,サン・ライフホールディング,JASDAQ,サービス業,-
7041,ＣＲＧホールディングス,マザーズ,サービス業,-
7042,アクセスグループ・ホールディングス,JASDAQ,サービス業,-
7043,アルー,マザーズ,サービス業,-
7044,ピアラ,東証1部,サービス業,TOPIX Small 2
7045,ツクイスタッフ,JASDAQ,サービス業,-
7046,ＴＤＳＥ,マザーズ,サービス業,-
7047,ポート,マザーズ,サービス業,-
7048,ベルトラ,マザーズ,サービス業,-
7049,識学,マザーズ,サービス業,-
7050,フロンティアインターナショナル,マザーズ,サービス業,-
7057,エヌ・シー・エヌ,JASDAQ,サービス業,-
7058,共栄セキュリティーサービス,JASDAQ,サービス業,-
7059,コプロ・ホールディングス,東証1部,サービス業,TOPIX Small 2
7060,ギークス,東証1部,サービス業,TOPIX Small 2
7061,日本ホスピスホールディングス,マザーズ,サービス業,-
7062,フレアス,マザーズ,サービス業,-
7063,Ｂｉｒｄｍａｎ,マザーズ,サービス業,-
7064,ハウテレビジョン,マザーズ,サービス業,-
7065,ユーピーアール,東証2部,サービス業,-
7066,ピアズ,マザーズ,サービス業,-
7067,ブランディングテクノロジー,マザーズ,サービス業,-
7068,フィードフォースグループ,マザーズ,サービス業,-
7069,サイバー・バズ,マザーズ,サービス業,-
7070,ＳＩホールディングス,JASDAQ,サービス業,-
7071,アンビスホールディングス,JASDAQ,サービス業,-
7072,インティメート・マージャー,マザーズ,サービス業,-
7073,ジェイック,マザーズ,サービス業,-
7074,トゥエンティーフォーセブン,マザーズ,サービス業,-
7077,ＡＬｉＮＫインターネット,マザーズ,サービス業,-
7078,ＩＮＣＬＵＳＩＶＥ,マザーズ,サービス業,-
7079,ＷＤＢココ,マザーズ,サービス業,-
7080,スポーツフィールド,マザーズ,サービス業,-
7081,コーユーレンティア,JASDAQ,サービス業,-
7082,ジモティー,マザーズ,サービス業,-
7083,ＡＨＣグループ,マザーズ,サービス業,-
7084,Ｋｉｄｓ　Ｓｍｉｌｅ　Ｈｏｌｄｉｎｇｓ,マザーズ,サービス業,-
7085,カーブスホールディングス,東証1部,サービス業,TOPIX Small 1
7086,きずなホールディングス,マザーズ,サービス業,-
7087,ウイルテック,東証2部,サービス業,-
7088,フォーラムエンジニアリング,東証1部,サービス業,TOPIX Small 2
7089,フォースタートアップス,マザーズ,サービス業,-
7090,リグア,マザーズ,サービス業,-
7091,リビングプラットフォーム,マザーズ,サービス業,-
7092,Ｆａｓｔ　Ｆｉｔｎｅｓｓ　Ｊａｐａｎ,東証1部,サービス業,TOPIX Small 2
7093,アディッシュ,マザーズ,サービス業,-
7094,ＮｅｘＴｏｎｅ,マザーズ,サービス業,-
7095,Ｍａｃｂｅｅ　Ｐｌａｎｅｔ,マザーズ,サービス業,-
7096,ステムセル研究所,マザーズ,サービス業,-
7097,さくらさくプラス,マザーズ,サービス業,-
7102,日本車輌製造,東証1部,輸送用機器,TOPIX Small 2
7105,三菱ロジスネクスト,東証1部,輸送用機器,TOPIX Small 1
